Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-d1mn,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,,ANSWER
15,1632603271808,25/09/2021 20:54:31,1632603271706,-4,25/09/2021 16:54:31,61650,4,task-yi9p,,15987924,qvrf4hkk,4726736,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,3,1,1,train_2_1_1,content,content_video,27383.89999999106,,,,,0,1,0,,,,,,training,,
16,1632603274635,25/09/2021 20:54:34,1632603274531,-4,25/09/2021 16:54:34,61650,4,task-yi9p,,15987924,qvrf4hkk,4726736,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,3,1,4,train_2_2_1,advancementZone,response_keyboard_single,2813.7999999970198,,,found_event,1,1,0,0,,,,,,training,,
17,1632603286074,25/09/2021 20:54:46,1632603285972,-4,25/09/2021 16:54:45,61650,4,task-yi9p,,15987924,qvrf4hkk,4726736,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,3,1,23,Success,content,content_video,11437.800000011921,,,,,0,1,0,,,,,,training,,
18,1632603289741,25/09/2021 20:54:49,1632603289654,-4,25/09/2021 16:54:49,61650,4,task-yi9p,,15987924,qvrf4hkk,4726736,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,3,1,24,Success_2,advancementZone,response_keyboard_single,3671.5,,,continue_experiment,1,1,0,0,,,,,,training,,
19,1632603309446,25/09/2021 20:55:09,1632603309355,-4,25/09/2021 16:55:09,61650,4,task-yi9p,,15987924,qvrf4hkk,4726736,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,3,1,25,Instructions_3_1,content,content_video,19697.30000001192,,,,,0,1,0,,,,,,training,,
20,1632603309598,25/09/2021 20:55:09,1632603309465,-4,25/09/2021 16:55:09,61650,4,task-yi9p,,15987924,qvrf4hkk,4726736,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,3,1,26,Instructions_3_2,Zone1,response_keyboard_single,100.90000000596046,,,continue,1,1,0,0,,,,,,training,,
21,1632603909890,25/09/2021 21:05:09,1632603909468,-4,25/09/2021 17:05:09,61650,4,task-yi9p,,15987924,qvrf4hkk,4726736,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,Zone1,timelimit_screen,599995.307,,,,,0,1,0,,,1,,,training,,
22,1632603914337,25/09/2021 21:05:14,1632603914246,-4,25/09/2021 17:05:14,61650,4,task-yi9p,,15987924,qvrf4hkk,4726736,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,3,1,28,Ending_Question,content,content_video,4773.399999991059,,,,,0,1,0,,,,,,training,,
23,1632603923702,25/09/2021 21:05:23,1632603923609,-4,25/09/2021 17:05:23,61650,4,task-yi9p,,15987924,qvrf4hkk,4726736,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,3,1,29,Ending_Question_2,Zone1,response_button_text,9346.70000000298,,,Yes,1,0,1,0,,,,,,training,,
24,1632603930463,25/09/2021 21:05:30,1632603930359,-4,25/09/2021 17:05:30,61650,4,task-yi9p,,15987924,qvrf4hkk,4726736,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,3,1,30,End_1,content,content_video,6745.9000000059605,,,,,0,1,0,,,,,,training,,
25,1632603931620,25/09/2021 21:05:31,1632603931538,-4,25/09/2021 17:05:31,61650,4,task-yi9p,,15987924,qvrf4hkk,4726736,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,Spreadsheet1,3,1,31,End_2,advancementZone,response_keyboard_single,1170.0999999940395,,,end,1,1,0,0,,,,,,training,,
26,1632603931855,25/09/2021 21:05:31,1632603931540,-4,25/09/2021 17:05:31,61650,4,task-yi9p,,15987924,qvrf4hkk,4726736,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 93.0.4577.82,1792x1120,1792x1120,,Instructions_and_training,13,11 or younger,Spreadsheet1,,,END TASK,,,,,826679,,,,,0,1,0,,,,,,,,
END OF FILE
