Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,,ANSWER
10,1636045249491,04/11/2021 17:00:49,1636045248605,-4,04/11/2021 13:00:48,68194,4,task-1t2b,,16892103,61326b9c9231e5c9889e030d,4999238,,complete,,618411101d40da914d04eb27,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1366x768,1366x649,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,1,1,9,Screen_7,content,content_video,7542,,,,,0,1,0,,,,,,instructions,,
11,1636045249788,04/11/2021 17:00:49,1636045249007,-4,04/11/2021 13:00:49,68194,4,task-1t2b,,16892103,61326b9c9231e5c9889e030d,4999238,,complete,,618411101d40da914d04eb27,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1366x768,1366x649,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,1,1,10,Screen_8,advancementZone,response_keyboard_single,385.69999998807907,,,continue,1,1,0,0,,,,,,instructions,,
12,1636045296894,04/11/2021 17:01:36,1636045296011,-4,04/11/2021 13:01:36,68194,4,task-1t2b,,16892103,61326b9c9231e5c9889e030d,4999238,,complete,,618411101d40da914d04eb27,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1366x768,1366x649,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,2,1,1,Screen_1,Zone1,timelimit_screen,46997.493,,,,,0,1,0,,,1,,,training_intro,,
13,1636045311413,04/11/2021 17:01:51,1636045310511,-4,04/11/2021 13:01:50,68194,4,task-1t2b,,16892103,61326b9c9231e5c9889e030d,4999238,,complete,,618411101d40da914d04eb27,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1366x768,1366x649,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,2,1,2,Screen_2,content,content_video,14480,,,,,0,1,0,,,,,,training_intro,,
14,1636045311651,04/11/2021 17:01:51,1636045311259,-4,04/11/2021 13:01:51,68194,4,task-1t2b,,16892103,61326b9c9231e5c9889e030d,4999238,,complete,,618411101d40da914d04eb27,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1366x768,1366x649,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,2,1,3,Screen_3,advancementZone,response_keyboard_single,717.5999999940395,,,continue,1,1,0,0,,,,,,training_intro,,
15,1636045325061,04/11/2021 17:02:05,1636045324324,-4,04/11/2021 13:02:04,68194,4,task-1t2b,,16892103,61326b9c9231e5c9889e030d,4999238,,complete,,618411101d40da914d04eb27,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1366x768,1366x649,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,2,1,4,Screen_4,content,content_video,13050.699999988079,,,,,0,1,0,,,,,,training_intro,,
16,1636045325265,04/11/2021 17:02:05,1636045324355,-4,04/11/2021 13:02:04,68194,4,task-1t2b,,16892103,61326b9c9231e5c9889e030d,4999238,,complete,,618411101d40da914d04eb27,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1366x768,1366x649,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,2,1,5,Screen_5,advancementZone,response_keyboard_single,11.900000005960464,,,continue,1,1,0,0,,,,,,training_intro,,
17,1636045352647,04/11/2021 17:02:32,1636045351889,-4,04/11/2021 13:02:31,68194,4,task-1t2b,,16892103,61326b9c9231e5c9889e030d,4999238,,complete,,618411101d40da914d04eb27,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1366x768,1366x649,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,1,train_2_1_1,content,content_video,27498.09999999404,,,,,0,1,0,,,,,,training,,
18,1636045353037,04/11/2021 17:02:33,1636045352635,-4,04/11/2021 13:02:32,68194,4,task-1t2b,,16892103,61326b9c9231e5c9889e030d,4999238,,complete,,618411101d40da914d04eb27,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1366x768,1366x649,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,4,train_2_2_1,advancementZone,response_keyboard_single,723.9000000059605,,,found_event,1,1,0,0,,,,,,training,,
19,1636045365590,04/11/2021 17:02:45,1636045364288,-4,04/11/2021 13:02:44,68194,4,task-1t2b,,16892103,61326b9c9231e5c9889e030d,4999238,,complete,,618411101d40da914d04eb27,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1366x768,1366x649,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,23,Success,content,content_video,11630.90000000596,,,,,0,1,0,,,,,,training,,
20,1636045365921,04/11/2021 17:02:45,1636045364619,-4,04/11/2021 13:02:44,68194,4,task-1t2b,,16892103,61326b9c9231e5c9889e030d,4999238,,complete,,618411101d40da914d04eb27,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1366x768,1366x649,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,24,Success_2,advancementZone,response_keyboard_single,315.10000002384186,,,continue_experiment,1,1,0,0,,,,,,training,,
21,1636045385612,04/11/2021 17:03:05,1636045384472,-4,04/11/2021 13:03:04,68194,4,task-1t2b,,16892103,61326b9c9231e5c9889e030d,4999238,,complete,,618411101d40da914d04eb27,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1366x768,1366x649,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,25,Instructions_3_1,content,content_video,19840.59999999404,,,,,0,1,0,,,,,,training,,
22,1636045385815,04/11/2021 17:03:05,1636045385012,-4,04/11/2021 13:03:05,68194,4,task-1t2b,,16892103,61326b9c9231e5c9889e030d,4999238,,complete,,618411101d40da914d04eb27,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1366x768,1366x649,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,26,Instructions_3_2,Zone1,response_keyboard_single,523.0999999940395,,,continue,1,1,0,0,,,,,,training,,
23,1636045581266,04/11/2021 17:06:21,1636045580216,-4,04/11/2021 13:06:20,68194,4,task-1t2b,,16892103,61326b9c9231e5c9889e030d,4999238,,complete,,618411101d40da914d04eb27,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1366x768,1366x649,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,195190.80000001192,,,event,1,1,0,0,,,,,,training,,
24,1636045582351,04/11/2021 17:06:22,1636045581941,-4,04/11/2021 13:06:21,68194,4,task-1t2b,,16892103,61326b9c9231e5c9889e030d,4999238,,complete,,618411101d40da914d04eb27,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1366x768,1366x649,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,196917.59999999404,,,event,2,1,0,0,,,,,,training,,
25,1636045660962,04/11/2021 17:07:40,1636045660086,-4,04/11/2021 13:07:40,68194,4,task-1t2b,,16892103,61326b9c9231e5c9889e030d,4999238,,complete,,618411101d40da914d04eb27,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1366x768,1366x649,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,275062.3000000119,,,event,3,1,0,0,,,,,,training,,
26,1636045684584,04/11/2021 17:08:04,1636045683504,-4,04/11/2021 13:08:03,68194,4,task-1t2b,,16892103,61326b9c9231e5c9889e030d,4999238,,complete,,618411101d40da914d04eb27,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1366x768,1366x649,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,298480.3000000119,,,event,4,1,0,0,,,,,,training,,
27,1636045711266,04/11/2021 17:08:31,1636045710360,-4,04/11/2021 13:08:30,68194,4,task-1t2b,,16892103,61326b9c9231e5c9889e030d,4999238,,complete,,618411101d40da914d04eb27,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1366x768,1366x649,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,325336.09999999404,,,event,5,1,0,0,,,,,,training,,
